date,ic,hit_rate,spread,top,bottom,coverage,n_securities
2020-05-31,0.024188503581461514,0.5096754014325846,0.003628275537219227,0.007176965322331536,-0.006451310214887691,0.9174427808266375,77
2020-06-30,0.029749512503721022,0.5118998050014885,0.004462426875558153,0.007677456125334892,-0.0067849707502232615,0.9413924646563732,66
2020-07-31,0.02416928097987086,0.5096677123919483,0.003625392146980629,0.007175235288188378,-0.006450156858792252,0.8972718483093082,78
2020-08-31,0.06834100732116088,0.5273364029284644,0.010251151098174132,0.01115069065890448,-0.009100460439269653,0.9763316707537248,66
2020-09-30,0.03475704995471719,0.5139028199818869,0.005213557493207579,0.008128134495924547,-0.007085422997283031,0.9751181483424745,66
2020-10-31,0.015961203278793797,0.5063844813115175,0.0023941804918190695,0.006436508295091441,-0.005957672196727628,0.8827316984572973,70
2020-11-30,0.04980580841785741,0.519922323367143,0.007470871262678611,0.009482522757607166,-0.007988348505071446,0.9146423057660101,67
2020-12-31,0.013024814300521603,0.5052099257202086,0.0019537221450782404,0.006172233287046944,-0.005781488858031297,0.88911418027618,77
2021-01-31,0.0387595447100856,0.5155038178840342,0.00581393170651284,0.008488359023907703,-0.007325572682605136,0.8870292642690708,73
2021-02-28,-0.00027406222983595435,0.4998903751080656,-4.110933447539315e-05,0.004975334399314764,-0.0049835562662098425,0.8547953031560892,68
2021-03-31,0.011092651119828257,0.5044370604479314,0.0016638976679742385,0.005998338600784543,-0.005665559067189695,0.9292433634173866,65
2021-04-30,0.03854350224564423,0.5154174008982577,0.005781525336846634,0.00846891520210798,-0.007312610134738653,0.915348273019752,68
2021-05-31,0.048292398439917394,0.519316959375967,0.0072438597659876085,0.009346315859592565,-0.007897543906395044,0.8566922376624986,65
2021-06-30,0.038084629061419475,0.5152338516245678,0.0057126943592129215,0.008427616615527753,-0.007285077743685168,0.8862240403507595,78
2021-07-31,0.03291833091701167,0.5131673323668047,0.00493774963755175,0.007962649782531049,-0.0069750998550207,0.9680745651756649,69
2021-08-31,0.029580133479392805,0.5118320533917571,0.004437020021908921,0.007662212013145353,-0.006774808008763568,0.8811430457867064,68
2021-09-30,0.008386604173386311,0.5033546416693545,0.0012579906260079467,0.005754794375604768,-0.005503196250403179,0.868836333371859,72
2021-10-31,0.02204280424889525,0.5088171216995581,0.0033064206373342874,0.006983852382400573,-0.006322568254933715,0.9136288588360831,72
2021-11-30,0.02670850212272383,0.5106834008490896,0.004006275318408574,0.007403765191045145,-0.0066025101273634295,0.9781345590343781,71
2021-12-31,0.05402820007194048,0.5216112800287762,0.008104230010791072,0.009862538006474643,-0.00824169200431643,0.881467185296495,67
2022-01-31,0.04118512921223231,0.5164740516848929,0.006177769381834846,0.008706661629100908,-0.007471107752733939,0.9373776211627642,65
2022-02-28,0.0032652772034707928,0.5013061108813883,0.0004897915805206189,0.005293874948312372,-0.005195916632208248,0.9490105499927333,65
2022-03-31,0.04083351144910631,0.5163334045796425,0.006125026717365947,0.008675016030419567,-0.007450010686946379,0.880892880719012,76
2022-04-30,0.028068518952506307,0.5112274075810025,0.004210277842875946,0.007526166705725567,-0.006684111137150379,0.9446681253195417,75
2022-05-31,0.022815403994492747,0.5091261615977971,0.003422310599173912,0.007053386359504347,-0.006368924239669565,0.8978118072535028,67
2022-06-30,0.046010173199135626,0.5184040692796542,0.006901525979870344,0.009140915587922207,-0.007760610391948138,0.9321997579771653,70
2022-07-31,0.05355799140492712,0.5214231965619709,0.008033698710739067,0.00982021922644344,-0.008213479484295627,0.9323588623989163,71
2022-08-31,0.05176304214409158,0.5207052168576366,0.007764456321613737,0.009658673792968243,-0.008105782528645494,0.9196507089297186,70
2022-09-30,0.01989408458199251,0.507957633832797,0.0029841126872988764,0.006790467612379326,-0.006193645074919551,0.861737670107073,78
2022-10-31,0.02943417723467814,0.5117736708938713,0.0044151265852017205,0.007649075951121033,-0.006766050634080688,0.9585893244266009,78
2022-11-30,0.040962741765264155,0.5163850967061057,0.006144411264789623,0.008686646758873774,-0.0074577645059158496,0.8917014084463256,70
2022-12-31,0.052559812288202466,0.521023924915281,0.00788397184323037,0.009730383105938222,-0.008153588737292147,0.8742474063519811,70
2023-01-31,0.026374863718784787,0.5105499454875139,0.003956229557817718,0.007373737734690631,-0.0065824918231270875,0.8553007684021193,77
2023-02-28,0.031658138420051295,0.5126632553680205,0.004748720763007694,0.007849232457804617,-0.006899488305203078,0.9268160826144715,67
2023-03-31,0.015085970467891497,0.5060343881871566,0.0022628955701837245,0.006357737342110235,-0.0059051582280734895,0.9380833670394967,70
2023-04-30,0.013468280766547932,0.5053873123066192,0.00202024211498219,0.006212145268989314,-0.005808096845992876,0.8521564177606212,72
2023-05-31,0.04962546480309557,0.5198501859212382,0.007443819720464335,0.009466291832278602,-0.007977527888185735,0.9165720975789065,75
2023-06-30,0.059412320514274815,0.52376492820571,0.008911848077141222,0.010347108846284734,-0.008564739230856488,0.879444450775732,75
2023-07-31,0.033703817811553995,0.5134815271246216,0.005055572671733099,0.00803334360303986,-0.00702222906869324,0.9338724627532284,66
2023-08-31,0.05306359216205644,0.5212254368648226,0.007959538824308466,0.009775723294585079,-0.008183815529723387,0.8726676357706489,69
2023-09-30,0.04150944845085742,0.516603779380343,0.0062264172676286126,0.008735850360577167,-0.007490566907051445,0.9398219059533206,78
2023-10-31,0.02338784441710777,0.5093551377668432,0.0035081766625661656,0.007104905997539699,-0.006403270665026466,0.9002755950190698,65
2023-11-30,0.041505120899151454,0.5166020483596606,0.006225768134872718,0.00873546088092363,-0.007490307253949087,0.9717748985357755,76
2023-12-31,0.06268465819638744,0.525073863278555,0.009402698729458115,0.010641619237674869,-0.008761079491783246,0.8678777227389791,79
2024-01-31,0.03435513129602088,0.5137420525184083,0.005153269694403132,0.008091961816641879,-0.007061307877761253,0.8943386256365335,65
2024-02-29,0.06316358580465212,0.5252654343218608,0.009474537870697818,0.010684722722418692,-0.008789815148279128,0.8647515577612765,69
2024-03-31,-0.012155411873615393,0.4951378352505538,-0.001823311781042309,0.003906012931374615,-0.004270675287583077,0.9702101703762132,76
2024-04-30,0.04979424507875403,0.5199176980315016,0.007469136761813104,0.009481482057087862,-0.007987654704725242,0.9640541159395275,77
2024-05-31,0.03656684722828708,0.5146267388913148,0.005485027084243062,0.008291016250545838,-0.007194010833697225,0.8835324116029702,67
2024-06-30,0.02961786769161439,0.5118471470766458,0.004442680153742158,0.007665608092245295,-0.0067770720614968635,0.9357979259844432,68
2024-07-31,0.036651693977639045,0.5146606775910556,0.005497754096645857,0.008298652457987514,-0.007199101638658343,0.956238886026158,67
2024-08-31,-0.0007762404628160677,0.4996895038148736,-0.00011643606942241014,0.004930138358346554,-0.004953425572231036,0.92217610550793,65
2024-09-30,0.03104590601892479,0.5124183624075699,0.004656885902838718,0.007794131541703231,-0.006862754361135487,0.9188545751862808,65
2024-10-31,0.04142802628721144,0.5165712105148845,0.006214203943081716,0.008728522365849029,-0.007485681577232686,0.8814407978170586,76
2024-11-30,0.061602092805347286,0.5246408371221389,0.009240313920802093,0.010544188352481255,-0.008696125568320837,0.8621033598147668,76
2024-12-31,0.025671136071074352,0.5102684544284297,0.0038506704106611527,0.007310402246396692,-0.0065402681642644615,0.9666380485339324,78
